species,date,latitude,longitude,decade,geometry,name,decade_group
Bronze Loquat,2018-06-02,37.752961988114,-122.419563899379,2010s,POINT (-122.419563899379 37.752961988114),Mission,2010s-2020s
Brisbane Box,2018-06-02,37.7588311337737,-122.416578678957,2010s,POINT (-122.416578678957 37.7588311337737),Mission,2010s-2020s
Southern Magnolia,2018-08-18,37.7505306286862,-122.408037088159,2010s,POINT (-122.408037088159 37.7505306286862),Mission,2010s-2020s
Hybrid Strawberry Tree,2018-08-18,37.7680998111787,-122.411802216826,2010s,POINT (-122.411802216826 37.7680998111787),Mission,2010s-2020s
Hybrid Strawberry Tree,2018-09-26,37.7691244070031,-122.420919809024,2010s,POINT (-122.420919809024 37.7691244070031),Mission,2010s-2020s
Brisbane Box,2019-01-07,37.7598256170474,-122.416793017555,2010s,POINT (-122.416793017555 37.7598256170474),Mission,2010s-2020s
Victorian Box,2019-04-04,37.7680605555842,-122.419840266187,2010s,POINT (-122.419840266187 37.7680605555842),Mission,2010s-2020s
Kwanzan Flowering Cherry,2019-06-22,37.7529723581964,-122.403484369222,2010s,POINT (-122.403484369222 37.7529723581964),Mission,2010s-2020s
Cherry Plum,2019-07-26,37.7669887824256,-122.416495215585,2010s,POINT (-122.416495215585 37.7669887824256),Mission,2010s-2020s
Cherry Plum,2019-07-26,37.7670316162303,-122.416501408308,2010s,POINT (-122.416501408308 37.7670316162303),Mission,2010s-2020s
Southern Magnolia,2019-08-02,37.7674399129618,-122.424489062615,2010s,POINT (-122.424489062615 37.7674399129618),Mission,2010s-2020s
Swamp Myrtle,2019-09-17,37.7538857096745,-122.421433147433,2010s,POINT (-122.421433147433 37.7538857096745),Mission,2010s-2020s
Swamp Myrtle,2019-09-17,37.7538398793324,-122.421438144967,2010s,POINT (-122.421438144967 37.7538398793324),Mission,2010s-2020s
Maidenhair Tree,2019-10-05,37.7521861798641,-122.417416376772,2010s,POINT (-122.417416376772 37.7521861798641),Mission,2010s-2020s
Swamp Myrtle,2019-12-12,37.7608285109489,-122.420082580673,2010s,POINT (-122.420082580673 37.7608285109489),Mission,2010s-2020s
Swamp Myrtle,2019-12-24,37.7524806306406,-122.418554005951,2010s,POINT (-122.418554005951 37.7524806306406),Mission,2010s-2020s
Victorian Box,2020-01-17,37.7591719489519,-122.424367461684,2020s,POINT (-122.424367461684 37.7591719489519),Mission,2010s-2020s
Cherry Plum,1976-09-30,37.7853589960394,-122.443221617032,1970s,POINT (-122.443221617032 37.7853589960394),Western Addition,1970s-1980s
Sycamore: London Plane,1976-10-26,37.7717790672885,-122.435355809599,1970s,POINT (-122.435355809599 37.7717790672885),Western Addition,1970s-1980s
Southern Magnolia,1977-10-24,37.7869770236557,-122.445238372412,1970s,POINT (-122.445238372412 37.7869770236557),Western Addition,1970s-1980s
Sycamore: London Plane,1979-04-30,37.776380916093,-122.427488664986,1970s,POINT (-122.427488664986 37.776380916093),Western Addition,1970s-1980s
Sycamore: London Plane,1979-05-10,37.7763614637546,-122.427659641397,1970s,POINT (-122.427659641397 37.7763614637546),Western Addition,1970s-1980s
Ornamental Pear,1981-02-25,37.7844853693895,-122.443217883632,1980s,POINT (-122.443217883632 37.7844853693895),Western Addition,1970s-1980s
New Zealand Xmas Tree,1981-02-25,37.7870091818806,-122.432968631522,1980s,POINT (-122.432968631522 37.7870091818806),Western Addition,1970s-1980s
Sycamore: London Plane,1981-12-17,37.7885221841206,-122.436127294998,1980s,POINT (-122.436127294998 37.7885221841206),Western Addition,1970s-1980s
New Zealand Xmas Tree,1982-12-01,37.7827145770166,-122.436627805577,1980s,POINT (-122.436627805577 37.7827145770166),Western Addition,1970s-1980s
Olive Tree,1982-12-04,37.7827663252153,-122.436054698673,1980s,POINT (-122.436054698673 37.7827663252153),Western Addition,1970s-1980s
Southern Magnolia,1983-01-07,37.7765370051793,-122.441854521628,1980s,POINT (-122.441854521628 37.7765370051793),Western Addition,1970s-1980s
Sycamore: London Plane,1983-04-25,37.7711299378789,-122.433713599169,1980s,POINT (-122.433713599169 37.7711299378789),Western Addition,1970s-1980s
New Zealand Xmas Tree,1986-08-07,37.7867542168079,-122.42249302073,1980s,POINT (-122.42249302073 37.7867542168079),Western Addition,1970s-1980s
Victorian Box,1987-02-06,37.7870128441602,-122.432899995096,1980s,POINT (-122.432899995096 37.7870128441602),Western Addition,1970s-1980s
Mayten,1987-02-28,37.7785261792165,-122.440702382606,1980s,POINT (-122.440702382606 37.7785261792165),Western Addition,1970s-1980s
Swamp Myrtle,1987-02-28,37.7792689994665,-122.441128958799,1980s,POINT (-122.441128958799 37.7792689994665),Western Addition,1970s-1980s
Victorian Box,1987-07-16,37.7790944105652,-122.434985907717,1980s,POINT (-122.434985907717 37.7790944105652),Western Addition,1970s-1980s
Sycamore: London Plane,1987-07-16,37.7748326168947,-122.432752873486,1980s,POINT (-122.432752873486 37.7748326168947),Western Addition,1970s-1980s
Ornamental Cherry,1989-09-13,37.78583136591,-122.428323406904,1980s,POINT (-122.428323406904 37.78583136591),Western Addition,1970s-1980s
Cherry Plum,1989-09-13,37.7871677703016,-122.430033592456,1980s,POINT (-122.430033592456 37.7871677703016),Western Addition,1970s-1980s
Southern Magnolia,1989-09-13,37.7875036072686,-122.426701226862,1980s,POINT (-122.426701226862 37.7875036072686),Western Addition,1970s-1980s
Mayten,1989-09-13,37.7864316466642,-122.428195201763,1980s,POINT (-122.428195201763 37.7864316466642),Western Addition,1970s-1980s
New Zealand Xmas Tree,1989-09-13,37.7816287128377,-122.440914187561,1980s,POINT (-122.440914187561 37.7816287128377),Western Addition,1970s-1980s
Sycamore: London Plane,1989-09-13,37.7826963892138,-122.427438734083,1980s,POINT (-122.427438734083 37.7826963892138),Western Addition,1970s-1980s
Mayten,1989-09-13,37.7864541036062,-122.428195789567,1980s,POINT (-122.428195789567 37.7864541036062),Western Addition,1970s-1980s
Southern Magnolia,1989-09-13,37.7875036072686,-122.426701226862,1980s,POINT (-122.426701226862 37.7875036072686),Western Addition,1970s-1980s
Ornamental Cherry,1989-09-13,37.7858161862795,-122.428381679908,1980s,POINT (-122.428381679908 37.7858161862795),Western Addition,1970s-1980s
Mayten,1989-09-13,37.7863237463316,-122.435095375542,1980s,POINT (-122.435095375542 37.7863237463316),Western Addition,1970s-1980s
Southern Magnolia,1989-09-13,37.7875036072686,-122.426701226862,1980s,POINT (-122.426701226862 37.7875036072686),Western Addition,1970s-1980s
Mayten,1989-09-13,37.7863237463316,-122.435095375542,1980s,POINT (-122.435095375542 37.7863237463316),Western Addition,1970s-1980s
Mayten,1989-09-13,37.7863237463316,-122.435095375542,1980s,POINT (-122.435095375542 37.7863237463316),Western Addition,1970s-1980s
Mayten,1989-09-13,37.7872153221818,-122.428379869098,1980s,POINT (-122.428379869098 37.7872153221818),Western Addition,1970s-1980s
Victorian Box,1989-12-09,37.779705764527,-122.437751340308,1980s,POINT (-122.437751340308 37.779705764527),Western Addition,1970s-1980s
Victorian Box,1990-01-01,37.7805607297695,-122.433907617841,1990s,POINT (-122.433907617841 37.7805607297695),Western Addition,1990s-2000s
Victorian Box,1990-02-02,37.7813844410266,-122.433110458849,1990s,POINT (-122.433110458849 37.7813844410266),Western Addition,1990s-2000s
Victorian Box,1990-02-02,37.7869202830269,-122.434822743036,1990s,POINT (-122.434822743036 37.7869202830269),Western Addition,1990s-2000s
Victorian Box,1990-02-02,37.7813515241569,-122.433401213602,1990s,POINT (-122.433401213602 37.7813515241569),Western Addition,1990s-2000s
Brisbane Box,1990-02-02,37.7846718287461,-122.428004537108,1990s,POINT (-122.428004537108 37.7846718287461),Western Addition,1990s-2000s
Victorian Box,1990-02-02,37.7814381488904,-122.432696112772,1990s,POINT (-122.432696112772 37.7814381488904),Western Addition,1990s-2000s
Victorian Box,1990-02-02,37.7819809912612,-122.438275412787,1990s,POINT (-122.438275412787 37.7819809912612),Western Addition,1990s-2000s
Victorian Box,1990-02-02,37.7869008162884,-122.434943272404,1990s,POINT (-122.434943272404 37.7869008162884),Western Addition,1990s-2000s
Victorian Box,1990-02-02,37.7818118312819,-122.433249866853,1990s,POINT (-122.433249866853 37.7818118312819),Western Addition,1990s-2000s
Victorian Box,1990-02-02,37.7821107162203,-122.438301053255,1990s,POINT (-122.438301053255 37.7821107162203),Western Addition,1990s-2000s
Brisbane Box,1990-02-23,37.7816439623395,-122.430515201234,1990s,POINT (-122.430515201234 37.7816439623395),Western Addition,1990s-2000s
Brisbane Box,1990-02-23,37.7784731088714,-122.429792966557,1990s,POINT (-122.429792966557 37.7784731088714),Western Addition,1990s-2000s
Brisbane Box,1990-02-23,37.7830647975963,-122.431070913528,1990s,POINT (-122.431070913528 37.7830647975963),Western Addition,1990s-2000s
Brisbane Box,1990-02-27,37.7716660763669,-122.433360368309,1990s,POINT (-122.433360368309 37.7716660763669),Western Addition,1990s-2000s
Brisbane Box,1990-03-02,37.7694363584255,-122.43077493434,1990s,POINT (-122.43077493434 37.7694363584255),Western Addition,1990s-2000s
Brisbane Box,1990-03-05,37.7804222381015,-122.423786007836,1990s,POINT (-122.423786007836 37.7804222381015),Western Addition,1990s-2000s
Brisbane Box,1990-03-05,37.7835412837015,-122.423771532271,1990s,POINT (-122.423771532271 37.7835412837015),Western Addition,1990s-2000s
Brisbane Box,1990-03-05,37.7799170633479,-122.423665588926,1990s,POINT (-122.423665588926 37.7799170633479),Western Addition,1990s-2000s
Brisbane Box,1990-03-05,37.7835855666752,-122.423417059949,1990s,POINT (-122.423417059949 37.7835855666752),Western Addition,1990s-2000s
Brisbane Box,1990-03-05,37.7801466109528,-122.423775023123,1990s,POINT (-122.423775023123 37.7801466109528),Western Addition,1990s-2000s
Brisbane Box,1990-03-07,37.7796629895862,-122.431761799017,1990s,POINT (-122.431761799017 37.7796629895862),Western Addition,1990s-2000s
Maidenhair Tree,1990-03-22,37.7865014360219,-122.440022974412,1990s,POINT (-122.440022974412 37.7865014360219),Western Addition,1990s-2000s
Victorian Box,1990-03-22,37.7726134355257,-122.437196281778,1990s,POINT (-122.437196281778 37.7726134355257),Western Addition,1990s-2000s
Southern Magnolia,1990-03-23,37.7871138132891,-122.425790639805,1990s,POINT (-122.425790639805 37.7871138132891),Western Addition,1990s-2000s
Mayten,1990-03-26,37.7699053099025,-122.436179442539,1990s,POINT (-122.436179442539 37.7699053099025),Western Addition,1990s-2000s
Victorian Box,1990-03-26,37.7695354880141,-122.435927942618,1990s,POINT (-122.435927942618 37.7695354880141),Western Addition,1990s-2000s
Maidenhair Tree,1990-03-27,37.7799643946727,-122.438912650424,1990s,POINT (-122.438912650424 37.7799643946727),Western Addition,1990s-2000s
Maidenhair Tree,1990-03-27,37.7738525962816,-122.437438307939,1990s,POINT (-122.437438307939 37.7738525962816),Western Addition,1990s-2000s
Southern Magnolia,1990-03-27,37.7792882003449,-122.438779891576,1990s,POINT (-122.438779891576 37.7792882003449),Western Addition,1990s-2000s
Maidenhair Tree,1990-03-27,37.7796565242703,-122.438803470391,1990s,POINT (-122.438803470391 37.7796565242703),Western Addition,1990s-2000s
Ornamental Pear,1990-03-27,37.7773074786547,-122.438159908991,1990s,POINT (-122.438159908991 37.7773074786547),Western Addition,1990s-2000s
Maidenhair Tree,1990-03-27,37.7796565242703,-122.438803470391,1990s,POINT (-122.438803470391 37.7796565242703),Western Addition,1990s-2000s
Sycamore: London Plane,1990-03-27,37.7830195720147,-122.439535313555,1990s,POINT (-122.439535313555 37.7830195720147),Western Addition,1990s-2000s
Ornamental Pear,1990-03-27,37.7746097273242,-122.437605442785,1990s,POINT (-122.437605442785 37.7746097273242),Western Addition,1990s-2000s
Maidenhair Tree,1990-03-27,37.7776570254102,-122.438009465251,1990s,POINT (-122.438009465251 37.7776570254102),Western Addition,1990s-2000s
Ornamental Pear,1990-03-27,37.7754854284108,-122.437763441697,1990s,POINT (-122.437763441697 37.7754854284108),Western Addition,1990s-2000s
Sycamore: London Plane,1990-03-27,37.7794249073372,-122.438435327382,1990s,POINT (-122.438435327382 37.7794249073372),Western Addition,1990s-2000s
Victorian Box,1990-03-28,37.7814742616502,-122.431483180474,1990s,POINT (-122.431483180474 37.7814742616502),Western Addition,1990s-2000s
Victorian Box,1990-03-28,37.7814822273864,-122.431397871768,1990s,POINT (-122.431397871768 37.7814822273864),Western Addition,1990s-2000s
Victorian Box,1990-03-30,37.785350361633,-122.433055411614,1990s,POINT (-122.433055411614 37.785350361633),Western Addition,1990s-2000s
Mayten,1990-04-06,37.7793413376686,-122.433132925132,1990s,POINT (-122.433132925132 37.7793413376686),Western Addition,1990s-2000s
Mayten,1990-04-06,37.7795492088531,-122.432614492863,1990s,POINT (-122.432614492863 37.7795492088531),Western Addition,1990s-2000s
Mayten,1990-04-06,37.7803697854604,-122.42475593364,1990s,POINT (-122.42475593364 37.7803697854604),Western Addition,1990s-2000s
Victorian Box,1990-04-06,37.7794593244784,-122.432130304039,1990s,POINT (-122.432130304039 37.7794593244784),Western Addition,1990s-2000s
Victorian Box,1990-04-09,37.7710368281262,-122.436877967546,1990s,POINT (-122.436877967546 37.7710368281262),Western Addition,1990s-2000s
Sycamore: London Plane,1990-04-09,37.7706964314245,-122.425091968626,1990s,POINT (-122.425091968626 37.7706964314245),Western Addition,1990s-2000s
Brisbane Box,1990-04-10,37.7825904834742,-122.43069565207,1990s,POINT (-122.43069565207 37.7825904834742),Western Addition,1990s-2000s
Brisbane Box,1990-04-10,37.7825904834742,-122.43069565207,1990s,POINT (-122.43069565207 37.7825904834742),Western Addition,1990s-2000s
Mayten,1990-04-11,37.7801814652814,-122.426561638009,1990s,POINT (-122.426561638009 37.7801814652814),Western Addition,1990s-2000s
Victorian Box,1990-04-11,37.7801015118525,-122.428329667491,1990s,POINT (-122.428329667491 37.7801015118525),Western Addition,1990s-2000s
Victorian Box,1990-04-16,37.7781158151344,-122.427813915593,1990s,POINT (-122.427813915593 37.7781158151344),Western Addition,1990s-2000s
Victorian Box,1990-04-16,37.7777433402869,-122.427447397341,1990s,POINT (-122.427447397341 37.7777433402869),Western Addition,1990s-2000s
Victorian Box,1990-04-23,37.7800997287845,-122.434678293337,1990s,POINT (-122.434678293337 37.7800997287845),Western Addition,1990s-2000s
Victorian Box,1990-04-23,37.7800588460796,-122.435016891621,1990s,POINT (-122.435016891621 37.7800588460796),Western Addition,1990s-2000s
Victorian Box,1990-04-23,37.7798801065849,-122.434534214215,1990s,POINT (-122.434534214215 37.7798801065849),Western Addition,1990s-2000s
Victorian Box,1990-04-23,37.7800376290768,-122.435176800484,1990s,POINT (-122.435176800484 37.7800376290768),Western Addition,1990s-2000s
Victorian Box,1990-04-23,37.7801426296316,-122.434386597187,1990s,POINT (-122.434386597187 37.7801426296316),Western Addition,1990s-2000s
Victorian Box,1990-04-23,37.7800241640475,-122.435298393734,1990s,POINT (-122.435298393734 37.7800241640475),Western Addition,1990s-2000s
Victorian Box,1990-04-23,37.7798801065849,-122.434534214215,1990s,POINT (-122.434534214215 37.7798801065849),Western Addition,1990s-2000s
Victorian Box,1990-04-23,37.7800761156462,-122.434870935003,1990s,POINT (-122.434870935003 37.7800761156462),Western Addition,1990s-2000s
Victorian Box,1990-04-24,37.7783449060882,-122.427150215382,1990s,POINT (-122.427150215382 37.7783449060882),Western Addition,1990s-2000s
Victorian Box,1990-04-24,37.7783621744663,-122.427017501013,1990s,POINT (-122.427017501013 37.7783621744663),Western Addition,1990s-2000s
Victorian Box,1990-04-24,37.7786897656705,-122.427558625827,1990s,POINT (-122.427558625827 37.7786897656705),Western Addition,1990s-2000s
Victorian Box,1990-04-24,37.7783225191754,-122.427318940841,1990s,POINT (-122.427318940841 37.7783225191754),Western Addition,1990s-2000s
Victorian Box,1990-04-24,37.7785292603114,-122.424075415256,1990s,POINT (-122.424075415256 37.7785292603114),Western Addition,1990s-2000s
Victorian Box,1990-04-24,37.778278583823,-122.427605050593,1990s,POINT (-122.427605050593 37.778278583823),Western Addition,1990s-2000s
Victorian Box,1990-04-24,37.7786897656705,-122.427558625827,1990s,POINT (-122.427558625827 37.7786897656705),Western Addition,1990s-2000s
Victorian Box,1990-04-24,37.7783611778019,-122.426964680156,1990s,POINT (-122.426964680156 37.7783611778019),Western Addition,1990s-2000s
Victorian Box,1990-04-24,37.7786897656705,-122.427558625827,1990s,POINT (-122.427558625827 37.7786897656705),Western Addition,1990s-2000s
Victorian Box,1990-04-24,37.7783551358069,-122.427079785356,1990s,POINT (-122.427079785356 37.7783551358069),Western Addition,1990s-2000s
Ornamental Cherry,1990-04-25,37.7860982038062,-122.432523344516,1990s,POINT (-122.432523344516 37.7860982038062),Western Addition,1990s-2000s
Brisbane Box,1990-05-01,37.7799366952092,-122.425244357372,1990s,POINT (-122.425244357372 37.7799366952092),Western Addition,1990s-2000s
Victorian Box,1990-05-01,37.780840444563,-122.429880086928,1990s,POINT (-122.429880086928 37.780840444563),Western Addition,1990s-2000s
Swamp Myrtle,1990-05-02,37.7802178767038,-122.434927920426,1990s,POINT (-122.434927920426 37.7802178767038),Western Addition,1990s-2000s
Mayten,1990-05-03,37.7859974800192,-122.427002295684,1990s,POINT (-122.427002295684 37.7859974800192),Western Addition,1990s-2000s
Mayten,1990-05-05,37.7875790308508,-122.436021882306,1990s,POINT (-122.436021882306 37.7875790308508),Western Addition,1990s-2000s
Victorian Box,1990-05-07,37.7782429126773,-122.426798203905,1990s,POINT (-122.426798203905 37.7782429126773),Western Addition,1990s-2000s
Brisbane Box,1990-05-07,37.7753514047891,-122.426564406018,1990s,POINT (-122.426564406018 37.7753514047891),Western Addition,1990s-2000s
Victorian Box,1990-05-07,37.7782350249698,-122.426873122068,1990s,POINT (-122.426873122068 37.7782350249698),Western Addition,1990s-2000s
Victorian Box,1990-05-07,37.7801780535108,-122.43420029999,1990s,POINT (-122.43420029999 37.7801780535108),Western Addition,1990s-2000s
Mayten,1990-05-09,37.7866437774494,-122.443356137293,1990s,POINT (-122.443356137293 37.7866437774494),Western Addition,1990s-2000s
Swamp Myrtle,1990-05-11,37.7849556232365,-122.435307480647,1990s,POINT (-122.435307480647 37.7849556232365),Western Addition,1990s-2000s
Mayten,1990-07-28,37.7735528228519,-122.424082362079,1990s,POINT (-122.424082362079 37.7735528228519),Western Addition,1990s-2000s
Brisbane Box,1990-08-01,37.7870287941155,-122.425299617355,1990s,POINT (-122.425299617355 37.7870287941155),Western Addition,1990s-2000s
Cherry Plum,1990-08-20,37.7880618747142,-122.424667932377,1990s,POINT (-122.424667932377 37.7880618747142),Western Addition,1990s-2000s
Cherry Plum,1990-08-27,37.7847836516581,-122.444018129142,1990s,POINT (-122.444018129142 37.7847836516581),Western Addition,1990s-2000s
Mayten,1990-10-30,37.7883053193519,-122.431399253685,1990s,POINT (-122.431399253685 37.7883053193519),Western Addition,1990s-2000s
Mayten,1990-10-30,37.7866334493636,-122.443401162869,1990s,POINT (-122.443401162869 37.7866334493636),Western Addition,1990s-2000s
Brisbane Box,1990-11-01,37.7858121522449,-122.431626044652,1990s,POINT (-122.431626044652 37.7858121522449),Western Addition,1990s-2000s
Brisbane Box,1990-11-01,37.7856843190794,-122.431254568258,1990s,POINT (-122.431254568258 37.7856843190794),Western Addition,1990s-2000s
Brisbane Box,1990-11-09,37.7752858053224,-122.427517563778,1990s,POINT (-122.427517563778 37.7752858053224),Western Addition,1990s-2000s
Victorian Box,1990-12-31,37.7800331654734,-122.433820860908,1990s,POINT (-122.433820860908 37.7800331654734),Western Addition,1990s-2000s
Victorian Box,1990-12-31,37.7798794773869,-122.434535545992,1990s,POINT (-122.434535545992 37.7798794773869),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7818425521761,-122.434021853774,1990s,POINT (-122.434021853774 37.7818425521761),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7817599629104,-122.434003939845,1990s,POINT (-122.434003939845 37.7817599629104),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7810001404527,-122.433854288088,1990s,POINT (-122.433854288088 37.7810001404527),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7805229981898,-122.433762619412,1990s,POINT (-122.433762619412 37.7805229981898),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7806197669525,-122.433777227143,1990s,POINT (-122.433777227143 37.7806197669525),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.780437017254,-122.433740233803,1990s,POINT (-122.433740233803 37.780437017254),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7803565061437,-122.440195460208,1990s,POINT (-122.440195460208 37.7803565061437),Western Addition,1990s-2000s
Mayten,1991-01-02,37.7875790308508,-122.436021882306,1990s,POINT (-122.436021882306 37.7875790308508),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7813437940939,-122.433920199287,1990s,POINT (-122.433920199287 37.7813437940939),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7819983835402,-122.43405546728,1990s,POINT (-122.43405546728 37.7819983835402),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7816773092935,-122.433989965323,1990s,POINT (-122.433989965323 37.7816773092935),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7809066784171,-122.433833050629,1990s,POINT (-122.433833050629 37.7809066784171),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7815994094787,-122.433972173934,1990s,POINT (-122.433972173934 37.7815994094787),Western Addition,1990s-2000s
Brisbane Box,1991-01-02,37.7835755275245,-122.423480586254,1990s,POINT (-122.423480586254 37.7835755275245),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7815090046976,-122.433954056942,1990s,POINT (-122.433954056942 37.7815090046976),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7807972328223,-122.433811397031,1990s,POINT (-122.433811397031 37.7807972328223),Western Addition,1990s-2000s
Brisbane Box,1991-01-02,37.7753813789748,-122.426659070957,1990s,POINT (-122.426659070957 37.7753813789748),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7814169718686,-122.433939838281,1990s,POINT (-122.433939838281 37.7814169718686),Western Addition,1990s-2000s
Mayten,1991-01-02,37.785617048422,-122.428872530306,1990s,POINT (-122.428872530306 37.785617048422),Western Addition,1990s-2000s
Victorian Box,1991-01-02,37.7807144047359,-122.433791779426,1990s,POINT (-122.433791779426 37.7807144047359),Western Addition,1990s-2000s
Ornamental Pear,1991-01-16,37.7779232822146,-122.430377706699,1990s,POINT (-122.430377706699 37.7779232822146),Western Addition,1990s-2000s
New Zealand Xmas Tree,1991-01-16,37.7769899168368,-122.436575045933,1990s,POINT (-122.436575045933 37.7769899168368),Western Addition,1990s-2000s
Mayten,1991-01-30,37.785135379272496,-122.433909606798,1990s,POINT (-122.433909606798 37.785135379272496),Western Addition,1990s-2000s
Brisbane Box,1991-02-02,37.777726634782,-122.426635423911,1990s,POINT (-122.426635423911 37.777726634782),Western Addition,1990s-2000s
Brisbane Box,1991-02-02,37.7779336822784,-122.426655353301,1990s,POINT (-122.426655353301 37.7779336822784),Western Addition,1990s-2000s
Brisbane Box,1991-02-02,37.7770465844733,-122.426522919775,1990s,POINT (-122.426522919775 37.7770465844733),Western Addition,1990s-2000s
New Zealand Xmas Tree,1991-03-03,37.7871165862827,-122.432104286971,1990s,POINT (-122.432104286971 37.7871165862827),Western Addition,1990s-2000s
New Zealand Xmas Tree,1991-04-04,37.786989337098,-122.425610240694,1990s,POINT (-122.425610240694 37.786989337098),Western Addition,1990s-2000s
New Zealand Xmas Tree,1991-04-04,37.786989337098,-122.425610240694,1990s,POINT (-122.425610240694 37.786989337098),Western Addition,1990s-2000s
Swamp Myrtle,1991-04-17,37.7732850945599,-122.43579071263,1990s,POINT (-122.43579071263 37.7732850945599),Western Addition,1990s-2000s
Swamp Myrtle,1991-04-17,37.7732826991746,-122.435792959812,1990s,POINT (-122.435792959812 37.7732826991746),Western Addition,1990s-2000s
Victorian Box,1991-04-19,37.778198091436,-122.427119001591,1990s,POINT (-122.427119001591 37.778198091436),Western Addition,1990s-2000s
Victorian Box,1991-05-29,37.7817180188026,-122.435796478933,1990s,POINT (-122.435796478933 37.7817180188026),Western Addition,1990s-2000s
Victorian Box,1991-05-29,37.7817671516947,-122.435804174009,1990s,POINT (-122.435804174009 37.7817671516947),Western Addition,1990s-2000s
Victorian Box,1991-05-29,37.7818120412342,-122.435817280389,1990s,POINT (-122.435817280389 37.7818120412342),Western Addition,1990s-2000s
Victorian Box,1991-05-29,37.7816880967117,-122.435788637852,1990s,POINT (-122.435788637852 37.7816880967117),Western Addition,1990s-2000s
Olive Tree,1991-06-27,37.7879498210071,-122.43417460656,1990s,POINT (-122.43417460656 37.7879498210071),Western Addition,1990s-2000s
Olive Tree,1991-07-17,37.7831750872989,-122.426609937065,1990s,POINT (-122.426609937065 37.7831750872989),Western Addition,1990s-2000s
Brisbane Box,1991-07-31,37.7779403234669,-122.429747112563,1990s,POINT (-122.429747112563 37.7779403234669),Western Addition,1990s-2000s
Victorian Box,1991-08-01,37.780441733392,-122.432997609121,1990s,POINT (-122.432997609121 37.780441733392),Western Addition,1990s-2000s
Victorian Box,1991-08-01,37.7803799507773,-122.433602781729,1990s,POINT (-122.433602781729 37.7803799507773),Western Addition,1990s-2000s
Victorian Box,1991-08-01,37.7804613934881,-122.433002147947,1990s,POINT (-122.433002147947 37.7804613934881),Western Addition,1990s-2000s
Victorian Box,1991-10-17,37.7809110078808,-122.429455392073,1990s,POINT (-122.429455392073 37.7809110078808),Western Addition,1990s-2000s
Brisbane Box,1991-12-03,37.7788029496116,-122.430750387846,1990s,POINT (-122.430750387846 37.7788029496116),Western Addition,1990s-2000s
Brisbane Box,1991-12-04,37.7787344089212,-122.43063352821,1990s,POINT (-122.43063352821 37.7787344089212),Western Addition,1990s-2000s
Brisbane Box,1991-12-04,37.7786327469798,-122.431321447295,1990s,POINT (-122.431321447295 37.7786327469798),Western Addition,1990s-2000s
Brisbane Box,1991-12-04,37.7786327469798,-122.431321447295,1990s,POINT (-122.431321447295 37.7786327469798),Western Addition,1990s-2000s
Sycamore: London Plane,1991-12-17,37.784735716896,-122.421886798179,1990s,POINT (-122.421886798179 37.784735716896),Western Addition,1990s-2000s
Mayten,1992-01-05,37.7854296891778,-122.434740163706,1990s,POINT (-122.434740163706 37.7854296891778),Western Addition,1990s-2000s
Mayten,1992-01-05,37.7854296891778,-122.434740163706,1990s,POINT (-122.434740163706 37.7854296891778),Western Addition,1990s-2000s
Mayten,1992-01-05,37.7854296891778,-122.434740163706,1990s,POINT (-122.434740163706 37.7854296891778),Western Addition,1990s-2000s
Mayten,1992-01-05,37.7854296891778,-122.434740163706,1990s,POINT (-122.434740163706 37.7854296891778),Western Addition,1990s-2000s
Mayten,1992-01-05,37.7854296891778,-122.434740163706,1990s,POINT (-122.434740163706 37.7854296891778),Western Addition,1990s-2000s
Swamp Myrtle,1992-01-14,37.7740198182585,-122.429858081133,1990s,POINT (-122.429858081133 37.7740198182585),Western Addition,1990s-2000s
Brisbane Box,1992-02-04,37.7749539998156,-122.43014552743,1990s,POINT (-122.43014552743 37.7749539998156),Western Addition,1990s-2000s
Brisbane Box,1992-02-04,37.7749490066538,-122.430191563172,1990s,POINT (-122.430191563172 37.7749490066538),Western Addition,1990s-2000s
Brisbane Box,1992-02-04,37.7749624382409,-122.430092894199,1990s,POINT (-122.430092894199 37.7749624382409),Western Addition,1990s-2000s
Victorian Box,1992-02-11,37.7785671526871,-122.424246415589,1990s,POINT (-122.424246415589 37.7785671526871),Western Addition,1990s-2000s
Victorian Box,1992-02-11,37.7785736265261,-122.424203001193,1990s,POINT (-122.424203001193 37.7785736265261),Western Addition,1990s-2000s
Victorian Box,1992-02-11,37.778579981846,-122.42416684735,1990s,POINT (-122.42416684735 37.778579981846),Western Addition,1990s-2000s
